uid,accession_version,title,organism,taxid,length,source_database,updated_date,found_by_annotation_query,found_by_prk09371_query
1210159724,BAY78810.1,gas vesicle protein GvpA [Nostoc linckia NIES-25],Nostoc linckia NIES-25,1091006,73,insd,2022/12/15,True,True
1210169633,BAY88708.1,gas vesicle synthesis protein GvpA [Microchaete diplosiphon NIES-3275],Microchaete diplosiphon NIES-3275,1973485,71,insd,2022/12/15,False,True
1210171424,BAY90499.1,gas vesicle synthesis protein GvpA [Microchaete diplosiphon NIES-3275],Microchaete diplosiphon NIES-3275,1973485,71,insd,2022/12/15,False,True
1210171425,BAY90500.1,gas vesicle synthesis protein GvpA [Microchaete diplosiphon NIES-3275],Microchaete diplosiphon NIES-3275,1973485,71,insd,2022/12/15,False,True
1210179729,BAY98789.1,gas vesicle synthesis protein GvpA [Tolypothrix tenuis PCC 7101],Tolypothrix tenuis PCC 7101,231146,71,insd,2022/12/15,False,True
1210181654,BAZ00715.1,gas vesicle synthesis protein GvpA [Tolypothrix tenuis PCC 7101],Tolypothrix tenuis PCC 7101,231146,71,insd,2022/12/15,False,True
1210181655,BAZ00716.1,gas vesicle synthesis protein GvpA [Tolypothrix tenuis PCC 7101],Tolypothrix tenuis PCC 7101,231146,71,insd,2022/12/15,False,True
1210207374,BAZ26415.1,gas vesicle protein GvpA [Kalymmatonema gypsitolerans NIES-4073],Kalymmatonema gypsitolerans NIES-4073,2005464,157,insd,2022/12/15,False,True
1210256359,BAZ75361.1,gas vesicle synthesis protein GvpA [Aulosira laxa NIES-50],Aulosira laxa NIES-50,1541988,71,insd,2022/12/15,False,True
1210256360,BAZ75362.1,gas vesicle synthesis protein GvpA [Aulosira laxa NIES-50],Aulosira laxa NIES-50,1541988,71,insd,2022/12/15,False,True
1210258291,BAZ77293.1,gas vesicle synthesis protein GvpA [Aulosira laxa NIES-50],Aulosira laxa NIES-50,1541988,71,insd,2022/12/15,False,True
1210261131,BAZ80126.1,gas vesicle synthesis protein GvpA [Sphaerospermopsis kisseleviana NIES-73],Sphaerospermopsis kisseleviana NIES-73,1973480,71,insd,2022/12/15,False,True
1210261132,BAZ80127.1,gas vesicle synthesis protein GvpA [Sphaerospermopsis kisseleviana NIES-73],Sphaerospermopsis kisseleviana NIES-73,1973480,71,insd,2022/12/15,False,True
1210269610,BAZ88602.1,gas vesicle synthesis protein GvpA [Raphidiopsis curvata NIES-932],Raphidiopsis curvata NIES-932,1973482,71,insd,2022/12/15,False,True
1210269611,BAZ88603.1,gas vesicle synthesis protein GvpA [Raphidiopsis curvata NIES-932],Raphidiopsis curvata NIES-932,1973482,71,insd,2022/12/15,False,True
1210269612,BAZ88604.1,gas vesicle synthesis protein GvpA [Raphidiopsis curvata NIES-932],Raphidiopsis curvata NIES-932,1973482,71,insd,2022/12/15,False,True
1214782229,WP_088893383.1,gas vesicle structural protein GvpA [Leptolyngbya ohadii],Leptolyngbya ohadii,1962290,72,refseq,2023/03/20,True,True
1229821676,OYD90382.1,gas vesicle structural protein [Nostoc sp. 'Peltigera membranacea cyanobiont' 210A],Nostoc sp. 'Peltigera membranacea cyanobiont' 210A,2014529,73,insd,2017/08/11,False,True
1229832596,OYE00985.1,gas vesicle structural protein [Nostoc sp. 'Peltigera membranacea cyanobiont' 232],Nostoc sp. 'Peltigera membranacea cyanobiont' 232,2014531,73,insd,2017/08/11,False,True
1231301060,OYQ66477.1,gas vesicle structural protein [Pseudanabaena sp. SR411],Pseudanabaena sp. SR411,1980935,72,insd,2017/08/15,False,True
1248104364,WP_096607388.1,gas vesicle structural protein GvpA [Calothrix sp. NIES-2100],Calothrix sp. NIES-2100,1954172,72,refseq,2023/03/20,True,True
1268460699,PHJ62919.1,gas vesicle synthesis protein GvpA [Nostoc linckia z1],Nostoc linckia z1,1612423,73,insd,2017/10/20,False,True
1268464633,PHJ66798.1,gas vesicle synthesis protein GvpA [Nostoc linckia z3],Nostoc linckia z3,1628742,73,insd,2017/10/20,False,True
1268468090,PHJ70212.1,gas vesicle synthesis protein GvpA [Nostoc linckia z2],Nostoc linckia z2,1628741,73,insd,2017/10/20,False,True
1268477559,PHJ79475.1,gas vesicle synthesis protein GvpA [Nostoc linckia z4],Nostoc linckia z4,1628743,73,insd,2017/10/20,False,True
1268482504,PHJ84277.1,gas vesicle synthesis protein GvpA [Nostoc linckia z6],Nostoc linckia z6,1628744,73,insd,2017/10/20,False,True
1268495354,PHJ96646.1,gas vesicle synthesis protein GvpA [Nostoc linckia z7],Nostoc linckia z7,1628745,73,insd,2017/10/20,False,True
1268503060,PHK03945.1,gas vesicle synthesis protein GvpA [Nostoc linckia z8],Nostoc linckia z8,1628746,73,insd,2017/10/20,False,True
1268508358,PHK08851.1,gas vesicle synthesis protein GvpA [Nostoc linckia z9],Nostoc linckia z9,1628747,73,insd,2017/10/20,False,True
1268521441,PHK20753.1,gas vesicle synthesis protein GvpA [Nostoc linckia z14],Nostoc linckia z14,1628749,73,insd,2017/10/20,False,True
1268526937,PHK25831.1,gas vesicle synthesis protein GvpA [Nostoc linckia z13],Nostoc linckia z13,1628748,73,insd,2017/10/20,False,True
1268536872,PHK34521.1,gas vesicle synthesis protein GvpA [Nostoc linckia z18],Nostoc linckia z18,1628752,73,insd,2017/10/20,False,True
1268543751,PHK40953.1,gas vesicle synthesis protein GvpA [Nostoc linckia z15],Nostoc linckia z15,1628750,73,insd,2017/10/20,False,True
1268549373,PHK46177.1,gas vesicle synthesis protein GvpA [Nostoc linckia z16],Nostoc linckia z16,1628751,73,insd,2017/10/20,False,True
1268856961,WP_099068598.1,MULTISPECIES: gas vesicle structural protein GvpA [Nostocaceae],Nostocaceae,1162,73,refseq,2023/03/20,True,True
1269012659,PHM11774.1,gas vesicle structural protein [Nostoc sp. 'Peltigera malacea cyanobiont' DB3992],Nostoc sp. 'Peltigera malacea cyanobiont' DB3992,1206980,73,insd,2017/10/23,False,True
1275120412,PIK85583.1,gas vesicle protein GvpA [Synechococcus sp. 63AY4M2],Synechococcus sp. 63AY4M2,1353266,72,insd,2017/11/07,True,True
1275123678,PIK88847.1,gas vesicle protein GvpA [Synechococcus sp. 65AY6A5],Synechococcus sp. 65AY6A5,1353265,72,insd,2017/11/07,True,True
1275125744,PIK90903.1,gas vesicle protein GvpA [Synechococcus sp. 65AY6Li],Synechococcus sp. 65AY6Li,1351840,72,insd,2017/11/07,True,True
1275129503,PIK94647.1,gas vesicle protein GvpA [Synechococcus sp. 60AY4M2],Synechococcus sp. 60AY4M2,1353262,72,insd,2017/11/07,True,True
1275131762,PIK96904.1,gas vesicle protein GvpA [Synechococcus sp. 63AY4M1],Synechococcus sp. 63AY4M1,1353263,72,insd,2017/11/07,True,True
1275134272,PIK99403.1,gas vesicle protein GvpA [Synechococcus sp. 65AY640],Synechococcus sp. 65AY640,1353264,72,insd,2017/11/07,True,True
1315913269,GBD53388.1,gas vesicle protein GvpAI [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2023/08/10,False,True
1315913270,GBD53389.1,gas vesicle protein GvpAI [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2023/08/10,False,True
1315913271,GBD53390.1,gas vesicle protein GvpAI [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,80,insd,2023/08/10,False,True
1317046212,GBE91528.1,gas vesicle protein GvpA [Nostoc cycadae WK-1],Nostoc cycadae WK-1,1861711,73,insd,2023/08/08,True,True
1320985591,BBC25044.1,gas vesicle protein [Pseudanabaena sp. ABRG5-3],Pseudanabaena sp. ABRG5-3,685565,72,insd,2020/02/14,True,True
1323301002,GBE96128.1,gas vesicle structural protein [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2023/08/09,False,True
1323301003,GBE96129.1,gas vesicle structural protein [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2023/08/09,False,True
1331946810,PNJ91206.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C04],Cylindrospermopsis raciborskii C04,2014885,71,insd,2018/01/19,False,True
1331946811,PNJ91207.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C04],Cylindrospermopsis raciborskii C04,2014885,71,insd,2018/01/19,False,True
1331946812,PNJ91208.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C04],Cylindrospermopsis raciborskii C04,2014885,71,insd,2018/01/19,False,True
1331952266,PNJ95662.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C03],Cylindrospermopsis raciborskii C03,2014884,71,insd,2018/01/19,False,True
1331952267,PNJ95663.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C03],Cylindrospermopsis raciborskii C03,2014884,71,insd,2018/01/19,False,True
1331956359,PNJ99601.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C07],Cylindrospermopsis raciborskii C07,2014886,71,insd,2018/01/19,False,True
1331956360,PNJ99602.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C07],Cylindrospermopsis raciborskii C07,2014886,71,insd,2018/01/19,False,True
1331956361,PNJ99603.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii C07],Cylindrospermopsis raciborskii C07,2014886,71,insd,2018/01/19,False,True
1331959529,PNK02368.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S10],Cylindrospermopsis raciborskii S10,2014882,71,insd,2018/01/19,False,True
1331959530,PNK02369.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S10],Cylindrospermopsis raciborskii S10,2014882,71,insd,2018/01/19,False,True
1331959531,PNK02370.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S10],Cylindrospermopsis raciborskii S10,2014882,71,insd,2018/01/19,False,True
1331959559,PNK02393.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S14],Cylindrospermopsis raciborskii S14,2014883,71,insd,2018/01/19,False,True
1331960632,PNK03227.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S07],Cylindrospermopsis raciborskii S07,2014881,71,insd,2018/01/19,False,True
1331961256,PNK03725.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S10],Cylindrospermopsis raciborskii S10,2014882,71,insd,2018/01/19,False,True
1331965582,PNK07333.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S14],Cylindrospermopsis raciborskii S14,2014883,71,insd,2018/01/19,False,True
1331967642,PNK09274.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S07],Cylindrospermopsis raciborskii S07,2014881,71,insd,2018/01/19,False,True
1331969240,PNK10769.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S07],Cylindrospermopsis raciborskii S07,2014881,71,insd,2018/01/19,False,True
1331970272,PNK11701.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S14],Cylindrospermopsis raciborskii S14,2014883,71,insd,2018/01/19,False,True
1331971127,PNK12479.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S05],Cylindrospermopsis raciborskii S05,2014879,71,insd,2018/01/19,False,True
1331973761,PNK14725.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S01],Cylindrospermopsis raciborskii S01,2014878,71,insd,2018/01/19,False,True
1331973762,PNK14726.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S01],Cylindrospermopsis raciborskii S01,2014878,71,insd,2018/01/19,False,True
1331973763,PNK14727.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S01],Cylindrospermopsis raciborskii S01,2014878,71,insd,2018/01/19,False,True
1331973764,PNK14728.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S01],Cylindrospermopsis raciborskii S01,2014878,71,insd,2018/01/19,False,True
1331973765,PNK14729.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S01],Cylindrospermopsis raciborskii S01,2014878,71,insd,2018/01/19,False,True
1331976079,PNK16761.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S06],Cylindrospermopsis raciborskii S06,2014880,71,insd,2018/01/19,False,True
1331976080,PNK16762.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S06],Cylindrospermopsis raciborskii S06,2014880,71,insd,2018/01/19,False,True
1331976081,PNK16763.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S06],Cylindrospermopsis raciborskii S06,2014880,71,insd,2018/01/19,False,True
1331979810,PNK20182.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S05],Cylindrospermopsis raciborskii S05,2014879,71,insd,2018/01/19,False,True
1331980468,PNK20797.1,gas vesicle synthesis protein GvpA [Cylindrospermopsis raciborskii S05],Cylindrospermopsis raciborskii S05,2014879,71,insd,2018/01/19,False,True
1334418718,AUS99995.1,gas vesicle structural protein [Nostoc sp. CENA543],Nostoc sp. CENA543,1869241,71,insd,2018/01/24,False,True
1334418719,AUS99996.1,gas vesicle structural protein [Nostoc sp. CENA543],Nostoc sp. CENA543,1869241,71,insd,2018/01/24,False,True
1334418720,AUS99997.1,gas vesicle structural protein [Nostoc sp. CENA543],Nostoc sp. CENA543,1869241,71,insd,2018/01/24,False,True
1334785347,PNW37075.1,gas vesicle synthesis protein GvpA [Euhalothece sp. KZN 001],Euhalothece sp. KZN 001,1884791,72,insd,2022/02/03,False,True
1334788794,PNW40343.1,gas vesicle synthesis protein GvpA [Euhalothece sp. KZN 001],Euhalothece sp. KZN 001,1884791,71,insd,2022/02/03,False,True
1334859731,GBE73171.1,gas vesicle protein GvpAI [Microcystis aeruginosa NIES-87],Microcystis aeruginosa NIES-87,449440,71,insd,2023/08/10,False,True
1334859733,GBE73173.1,gas vesicle protein GvpAI [Microcystis aeruginosa NIES-87],Microcystis aeruginosa NIES-87,449440,71,insd,2023/08/10,False,True
1339872014,WP_103666325.1,gas vesicle structural protein GvpA [Pseudanabaena sp. BC1403],Pseudanabaena sp. BC1403,2043171,74,refseq,2023/03/20,True,True
1345630764,GBF54845.1,hypothetical protein N0824_02713 [Microcystis sp. 0824],Microcystis sp. 0824,1502726,71,insd,2023/08/08,False,True
1345630765,GBF54846.1,gas vesicle synthesis protein GvpA [Microcystis sp. 0824],Microcystis sp. 0824,1502726,71,insd,2023/08/08,False,True
1349671533,AVH69631.1,gas vesicle protein GvpA [Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'],Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',1618022,73,insd,2018/02/26,True,True
1360394084,PSB17234.1,gas vesicle synthesis protein GvpA [filamentous cyanobacterium CCP2],filamentous cyanobacterium CCP2,2107700,72,insd,2018/03/15,False,True
1360404449,PSB27160.1,gas vesicle synthesis protein GvpA [Stenomitos frigidus ULC18],Stenomitos frigidus ULC18,2107698,72,insd,2018/03/15,False,True
1360448390,PSB67313.1,gas vesicle synthesis protein GvpA [filamentous cyanobacterium CCP1],filamentous cyanobacterium CCP1,2107703,72,insd,2018/03/15,False,True
1361049983,WP_106257461.1,MULTISPECIES: gas vesicle structural protein GvpA [Cyanophyceae],Cyanophyceae,3028117,72,refseq,2023/03/20,True,True
1370492837,PSN09156.1,gas vesicle synthesis protein GvpA [filamentous cyanobacterium CCT1],filamentous cyanobacterium CCT1,2107702,72,insd,2018/03/26,False,True
1370505578,PSN19998.1,gas vesicle synthesis protein GvpA [filamentous cyanobacterium CCP5],filamentous cyanobacterium CCP5,2107701,72,insd,2018/03/26,False,True
1370668258,PSN75992.1,gas vesicle synthesis protein GvpA [filamentous cyanobacterium CCP4],filamentous cyanobacterium CCP4,2107699,72,insd,2018/03/26,False,True
1370747416,AVQ71556.1,gas vesicle structural protein [Microcystis sp. MC19],Microcystis sp. MC19,1967666,71,insd,2018/03/27,False,True
1370747417,AVQ71557.1,gas vesicle structural protein [Microcystis sp. MC19],Microcystis sp. MC19,1967666,71,insd,2018/03/27,False,True
1371399191,PSR17543.1,gas vesicle synthesis protein GvpA [filamentous cyanobacterium CCP3],filamentous cyanobacterium CCP3,2107704,72,insd,2018/03/27,False,True
1373817863,BBD55192.1,gas vesicle protein GvpA [Planktothrix agardhii NIES-204],Planktothrix agardhii NIES-204,282423,72,insd,2018/04/03,True,True
1373817864,BBD55193.1,gas vesicle protein GvpA [Planktothrix agardhii NIES-204],Planktothrix agardhii NIES-204,282423,72,insd,2018/04/03,True,True
1373817868,BBD55197.1,gas vesicle protein GvpA [Planktothrix agardhii NIES-204],Planktothrix agardhii NIES-204,282423,72,insd,2018/04/03,True,True
1373817869,BBD55198.1,gas vesicle protein GvpA [Planktothrix agardhii NIES-204],Planktothrix agardhii NIES-204,282423,72,insd,2018/04/03,True,True
1373817871,BBD55200.1,gas vesicle protein GvpA [Planktothrix agardhii NIES-204],Planktothrix agardhii NIES-204,282423,72,insd,2018/04/03,True,True
1373817873,BBD55202.1,gas vesicle protein GvpA [Planktothrix agardhii NIES-204],Planktothrix agardhii NIES-204,282423,72,insd,2018/04/03,True,True
1373823458,BBD60782.1,gas vesicle protein GvpA [Nostoc sp. HK-01],Nostoc sp. HK-01,196308,73,insd,2018/04/03,True,True
1378022005,AVZ29869.1,Gas vesicle structural protein [Nodularia spumigena UHCC 0039],Nodularia spumigena UHCC 0039,1914872,139,insd,2018/04/17,True,False
1378022008,AVZ29872.1,Gas vesicle structural protein [Nodularia spumigena UHCC 0039],Nodularia spumigena UHCC 0039,1914872,71,insd,2018/04/17,False,True
1378022009,AVZ29873.1,Gas vesicle structural protein [Nodularia spumigena UHCC 0039],Nodularia spumigena UHCC 0039,1914872,71,insd,2018/04/17,False,True
1381925541,WP_107805940.1,MULTISPECIES: gas vesicle structural protein GvpA [Cyanophyceae],Cyanophyceae,3028117,71,refseq,2023/03/20,True,True
1398325233,GBL09590.1,gas vesicle structural protein [Microcystis aeruginosa Sj],Microcystis aeruginosa Sj,1979544,71,insd,2023/08/08,False,True
1398325234,GBL09591.1,gas vesicle structural protein [Microcystis aeruginosa Sj],Microcystis aeruginosa Sj,1979544,71,insd,2023/08/08,False,True
1398325236,GBL09593.1,gas vesicle structural protein [Microcystis aeruginosa Sj],Microcystis aeruginosa Sj,1979544,71,insd,2023/08/08,False,True
1398329145,GBL14559.1,gas vesicle structural protein [Microcystis aeruginosa NIES-1211],Microcystis aeruginosa NIES-1211,449534,71,insd,2023/08/09,False,True
1398329146,GBL14560.1,gas vesicle structural protein [Microcystis aeruginosa NIES-1211],Microcystis aeruginosa NIES-1211,449534,71,insd,2023/08/09,False,True
1404800877,PZO42872.1,MAG: gas vesicle synthesis protein GvpA [Shackletoniella antarctica],Shackletoniella antarctica,268115,72,insd,2018/06/18,False,True
1404803063,PZO44974.1,MAG: gas vesicle structural protein [Pseudanabaena frigida],Pseudanabaena frigida,945775,72,insd,2018/06/18,False,True
1405363496,AWV56738.1,"gas vesicle structural protein, partial [Limnospira fusiformis AB2002/02]",Limnospira fusiformis AB2002/02,284933,72,insd,2018/12/30,False,True
1405363498,AWV56739.1,"gas vesicle structural protein, partial [Limnospira fusiformis AB2002/04]",Limnospira fusiformis AB2002/04,284935,72,insd,2018/12/30,False,True
1405363500,AWV56740.1,"gas vesicle structural protein, partial [Arthrospira sp. D0920]",Arthrospira sp. D0920,2231208,72,insd,2018/12/30,False,True
1405363502,AWV56741.1,"gas vesicle structural protein, partial [Arthrospira sp. SP-10]",Arthrospira sp. SP-10,147314,72,insd,2018/12/30,False,True
1405363504,AWV56742.1,"gas vesicle structural protein, partial [Arthrospira sp. Moz 1]",Arthrospira sp. Moz 1,2479802,72,insd,2018/12/30,False,True
1405363506,AWV56743.1,"gas vesicle structural protein, partial [Limnospira platensis SAG 21.99]",Limnospira platensis SAG 21.99,1236698,72,insd,2018/12/30,False,True
1405363508,AWV56744.1,"gas vesicle structural protein, partial [Arthrospira sp. Yekha]",Arthrospira sp. Yekha,2231220,72,insd,2018/12/30,False,True
1405363510,AWV56745.1,"gas vesicle structural protein, partial [Arthrospira sp. Twintaung]",Arthrospira sp. Twintaung,2231219,72,insd,2018/12/30,False,True
1405363512,AWV56746.1,"gas vesicle structural protein, partial [Arthrospira sp. Titi]",Arthrospira sp. Titi,129969,72,insd,2018/12/30,False,True
1405363514,AWV56747.1,"gas vesicle structural protein, partial [Arthrospira sp. Burma]",Arthrospira sp. Burma,2231206,72,insd,2018/12/30,False,True
1405363516,AWV56748.1,"gas vesicle structural protein, partial [Arthrospira sp. LV]",Arthrospira sp. LV,2231211,72,insd,2018/12/30,False,True
1405363518,AWV56749.1,"gas vesicle structural protein, partial [Arthrospira sp. CH1]",Arthrospira sp. CH1,2231207,72,insd,2018/12/30,False,True
1405363520,AWV56750.1,"gas vesicle structural protein, partial [Arthrospira sp. Mad]",Arthrospira sp. Mad,129977,72,insd,2018/12/30,False,True
1405363522,AWV56751.1,"gas vesicle structural protein, partial [Arthrospira sp. PCC 9901]",Arthrospira sp. PCC 9901,478446,72,insd,2018/12/30,False,True
1405363524,AWV56752.1,"gas vesicle structural protein, partial [Arthrospira sp. CCALA 030]",Arthrospira sp. CCALA 030,2231203,72,insd,2018/12/30,False,True
1405363526,AWV56753.1,"gas vesicle structural protein, partial [Limnospira platensis D0930]",Limnospira platensis D0930,2231204,72,insd,2018/12/30,False,True
1405363528,AWV56754.1,"gas vesicle structural protein, partial [Arthrospira sp. Paracas P0]",Arthrospira sp. Paracas P0,129967,72,insd,2018/12/30,False,True
1405363530,AWV56755.1,"gas vesicle structural protein, partial [Arthrospira sp. Paracas XL]",Arthrospira sp. Paracas XL,2231218,72,insd,2018/12/30,False,True
1405363532,AWV56756.1,"gas vesicle structural protein, partial [Limnospira platensis CCALA 029]",Limnospira platensis CCALA 029,2231202,72,insd,2018/12/30,False,True
1405363534,AWV56757.1,"gas vesicle structural protein, partial [Arthrospira sp. PCC 8006]",Arthrospira sp. PCC 8006,1982224,72,insd,2018/12/30,False,True
1405363536,AWV56758.1,"gas vesicle structural protein, partial [Limnospira fusiformis CCALA 023]",Limnospira fusiformis CCALA 023,1982226,72,insd,2018/12/30,False,True
1405363538,AWV56759.1,"gas vesicle structural protein, partial [Arthrospira sp. Omsk]",Arthrospira sp. Omsk,2231215,72,insd,2018/12/30,False,True
1405639771,PZU94861.1,MAG: gas vesicle synthesis protein GvpA [Leptolyngbya sp.],Leptolyngbya sp.,47254,72,insd,2018/06/19,False,True
1405642090,PZU97052.1,MAG: gas vesicle structural protein [Pseudanabaena sp.],Pseudanabaena sp.,1153,72,insd,2018/06/19,False,True
1405654302,PZV08482.1,MAG: gas vesicle synthesis protein GvpA [Leptolyngbya sp.],Leptolyngbya sp.,47254,72,insd,2018/06/19,False,True
1405656378,PZV10397.1,MAG: gas vesicle synthesis protein GvpA [Leptolyngbya sp.],Leptolyngbya sp.,47254,72,insd,2018/06/19,False,True
1409515547,RAQ39624.1,gas vesicle structural protein [Arthrospira sp. O9.13F],Arthrospira sp. O9.13F,1982223,72,insd,2018/06/27,False,True
1430707777,RCJ17854.1,gas vesicle synthesis protein GvpA [Nostoc sp. ATCC 53789],Nostoc sp. ATCC 53789,76335,73,insd,2018/07/18,False,True
1430719779,RCJ29507.1,gas vesicle synthesis protein GvpA [Nostoc punctiforme NIES-2108],Nostoc punctiforme NIES-2108,1356359,71,insd,2018/07/18,False,True
1430725191,RCJ34494.1,gas vesicle synthesis protein GvpA [Nostoc punctiforme NIES-2108],Nostoc punctiforme NIES-2108,1356359,71,insd,2018/07/18,False,True
1430725192,RCJ34495.1,gas vesicle synthesis protein GvpA [Nostoc punctiforme NIES-2108],Nostoc punctiforme NIES-2108,1356359,71,insd,2018/07/18,False,True
1430725193,RCJ34496.1,gas vesicle synthesis protein GvpA [Nostoc punctiforme NIES-2108],Nostoc punctiforme NIES-2108,1356359,71,insd,2018/07/18,False,True
1430725954,RCJ35208.1,gas vesicle synthesis protein GvpA [Nostoc punctiforme NIES-2108],Nostoc punctiforme NIES-2108,1356359,71,insd,2018/07/18,False,True
1430729751,RCJ38735.1,gas vesicle synthesis protein GvpA [Nostoc minutum NIES-26],Nostoc minutum NIES-26,1844469,73,insd,2018/07/18,False,True
1447311869,REJ43162.1,MAG: gas vesicle structural protein [Microcystis flos-aquae TF09],Microcystis flos-aquae TF09,2060473,71,insd,2018/08/14,False,True
1447311870,REJ43163.1,MAG: gas vesicle structural protein [Microcystis flos-aquae TF09],Microcystis flos-aquae TF09,2060473,71,insd,2018/08/14,False,True
1447311871,REJ43164.1,MAG: gas vesicle structural protein [Microcystis flos-aquae TF09],Microcystis flos-aquae TF09,2060473,71,insd,2018/08/14,False,True
1447317640,REJ48801.1,MAG: gas vesicle structural protein [Microcystis flos-aquae DF17],Microcystis flos-aquae DF17,2060470,71,insd,2018/08/14,False,True
1447317901,REJ49058.1,MAG: gas vesicle structural protein [Microcystis wesenbergii TW10],Microcystis wesenbergii TW10,2060474,71,insd,2018/08/14,False,True
1447317902,REJ49059.1,MAG: gas vesicle structural protein [Microcystis wesenbergii TW10],Microcystis wesenbergii TW10,2060474,71,insd,2018/08/14,False,True
1447320488,REJ51611.1,MAG: gas vesicle structural protein [Microcystis aeruginosa TA09],Microcystis aeruginosa TA09,2060472,71,insd,2018/08/14,False,True
1447321856,REJ52965.1,MAG: gas vesicle structural protein [Microcystis aeruginosa DA14],Microcystis aeruginosa DA14,1987506,71,insd,2018/08/14,False,True
1447321857,REJ52966.1,MAG: gas vesicle structural protein [Microcystis aeruginosa DA14],Microcystis aeruginosa DA14,1987506,71,insd,2018/08/14,False,True
1447321858,REJ52967.1,MAG: gas vesicle structural protein [Microcystis aeruginosa DA14],Microcystis aeruginosa DA14,1987506,71,insd,2018/08/14,False,True
1493208594,AYM26882.1,gas vesicle protein A [Limnospira maxima UTEX LB 2342],Limnospira maxima UTEX LB 2342,749972,72,insd,2018/10/23,False,True
1493208596,AYM26883.1,gas vesicle protein A [Limnospira fusiformis AB2002/02],Limnospira fusiformis AB2002/02,284933,72,insd,2018/10/23,False,True
1493208598,AYM26884.1,gas vesicle protein A [Limnospira fusiformis AB2002/4],Limnospira fusiformis AB2002/4,2479812,72,insd,2018/10/23,False,True
1493208600,AYM26885.1,gas vesicle protein A [Arthrospira sp. D0920],Arthrospira sp. D0920,2231208,72,insd,2018/10/23,False,True
1493208602,AYM26886.1,gas vesicle protein A [Arthrospira sp. PCC 9223],Arthrospira sp. PCC 9223,147323,72,insd,2018/10/23,False,True
1493208604,AYM26887.1,gas vesicle protein A [Arthrospira sp. D0893],Arthrospira sp. D0893,2479795,72,insd,2018/10/23,False,True
1493208606,AYM26888.1,gas vesicle protein A [Arthrospira sp. Moz 1],Arthrospira sp. Moz 1,2479802,72,insd,2018/10/23,False,True
1493208608,AYM26889.1,gas vesicle protein A [Arthrospira sp. Moz 2],Arthrospira sp. Moz 2,2479803,72,insd,2018/10/23,False,True
1493208610,AYM26890.1,gas vesicle protein A [Arthrospira sp. Burma],Arthrospira sp. Burma,2231206,72,insd,2018/10/23,False,True
1493208612,AYM26891.1,gas vesicle protein A [Limnospira platensis SAG 21.99],Limnospira platensis SAG 21.99,1236698,72,insd,2018/10/23,False,True
1493208614,AYM26892.1,gas vesicle protein A [Limnospira maxima SAG 49.88],Limnospira maxima SAG 49.88,1236694,72,insd,2018/10/23,False,True
1493208616,AYM26893.1,gas vesicle protein A [Arthrospira sp. Titicaca],Arthrospira sp. Titicaca,147319,72,insd,2018/10/23,False,True
1493208618,AYM26894.1,gas vesicle protein A [Arthrospira sp. Mad],Arthrospira sp. Mad,129977,72,insd,2018/10/23,False,True
